Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,m,n,k,A,B,C,D,alpha,beta,split_k_mode,split_k_slices,batch_count,raster_order,runtime_input_datatype_a,runtime_input_datatype_b,use_pdl,enable_sm90_mixed_dtype_shuffle_test,swizzle_size,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,cluster_m_fallback,cluster_n_fallback,cluster_k_fallback,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,gemm,cutlass_simt_sgemm_128x128_8x2_nn_align1,not_verified,success,universal,1024,1024,1024,f32:column,f32:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f32,128,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,12582912,2149580800,170,0.142336,82.3316,15102.2
1,CUTLASS,gemm,cutlass_simt_sgemm_128x128_8x2_nt_align1,not_verified,success,universal,1024,1024,1024,f32:column,f32:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f32,128,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,12582912,2149580800,170,0.118784,98.656,18096.6
1,CUTLASS,gemm,cutlass_simt_sgemm_128x128_8x2_tn_align1,not_verified,success,universal,1024,1024,1024,f32:row,f32:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f32,128,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,12582912,2149580800,170,0.118784,98.656,18096.6
1,CUTLASS,gemm,cutlass_simt_sgemm_128x128_8x2_tt_align1,not_verified,success,universal,1024,1024,1024,f32:row,f32:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f32,128,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,12582912,2149580800,170,0.118784,98.656,18096.6
1,CUTLASS,gemm,cutlass_simt_dgemm_128x128_8x2_nn_align1,not_verified,success,universal,1024,1024,1024,f64:column,f64:column,f64:column,f64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f64,128,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,25165824,2149580800,85,3.4007,6.89196,632.099
1,CUTLASS,gemm,cutlass_simt_dgemm_128x128_8x2_nt_align1,not_verified,success,universal,1024,1024,1024,f64:column,f64:row,f64:column,f64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f64,128,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,25165824,2149580800,85,3.39661,6.90027,632.861
1,CUTLASS,gemm,cutlass_simt_dgemm_128x128_8x2_tn_align1,not_verified,success,universal,1024,1024,1024,f64:row,f64:column,f64:column,f64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f64,128,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,25165824,2149580800,85,3.39968,6.89403,632.289
1,CUTLASS,gemm,cutlass_simt_dgemm_128x128_8x2_tt_align1,not_verified,success,universal,1024,1024,1024,f64:row,f64:row,f64:column,f64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f64,128,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,25165824,2149580800,85,3.39866,6.89611,632.48
1,CUTLASS,gemm,cutlass_simt_cgemm_128x64_8x2_nn_align1,not_verified,success,universal,1024,1024,1024,cf32:column,cf32:column,cf32:column,cf32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,cf32,128,64,8,1,1,1,0,0,0,2,2,2,1,1,1,1,50,1024,25165824,8598323200,341,0.22016,106.457,39054.9
1,CUTLASS,gemm,cutlass_simt_cgemm_128x64_8x2_nt_align1,not_verified,success,universal,1024,1024,1024,cf32:column,cf32:row,cf32:column,cf32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,cf32,128,64,8,1,1,1,0,0,0,2,2,2,1,1,1,1,50,1024,25165824,8598323200,341,0.228352,102.638,37653.8
1,CUTLASS,gemm,cutlass_simt_cgemm_128x64_8x2_tn_align1,not_verified,success,universal,1024,1024,1024,cf32:row,cf32:column,cf32:column,cf32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,cf32,128,64,8,1,1,1,0,0,0,2,2,2,1,1,1,1,50,1024,25165824,8598323200,341,0.221184,105.964,38874.1
1,CUTLASS,gemm,cutlass_simt_cgemm_128x64_8x2_tt_align1,not_verified,success,universal,1024,1024,1024,cf32:row,cf32:row,cf32:column,cf32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,cf32,128,64,8,1,1,1,0,0,0,2,2,2,1,1,1,1,50,1024,25165824,8598323200,341,0.229376,102.179,37485.7
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,not_verified,success,universal,1024,1024,1024,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,6291456,2149580800,341,0.162816,35.9877,13202.5
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nt_align1,not_verified,success,universal,1024,1024,1024,f16:column,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,6291456,2149580800,341,0.159744,36.6798,13456.4
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_tn_align1,not_verified,success,universal,1024,1024,1024,f16:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,6291456,2149580800,341,0.16384,35.7628,13120
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_tt_align1,not_verified,success,universal,1024,1024,1024,f16:row,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,6291456,2149580800,341,0.162816,35.9877,13202.5
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_nn_align1,not_verified,success,universal,1024,1024,1024,s8:column,s8:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,6291456,2149580800,341,0.07168,81.7435,29988.6
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_nt_align1,not_verified,success,universal,1024,1024,1024,s8:column,s8:row,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,6291456,2149580800,341,0.07168,81.7435,29988.6
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_tn_align1,not_verified,success,universal,1024,1024,1024,s8:row,s8:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,6291456,2149580800,341,0.069632,84.1477,30870.6
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_tt_align1,not_verified,success,universal,1024,1024,1024,s8:row,s8:row,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,6291456,2149580800,341,0.072704,80.5922,29566.2
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_nn_align1,not_verified,success,universal,1024,1024,1024,s8:column,s8:column,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,3145728,2149580800,683,0.072704,40.2961,29566.2
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_nt_align1,not_verified,success,universal,1024,1024,1024,s8:column,s8:row,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,3145728,2149580800,683,0.073728,39.7364,29155.6
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_tn_align1,not_verified,success,universal,1024,1024,1024,s8:row,s8:column,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,3145728,2149580800,683,0.07168,40.8718,29988.6
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_tt_align1,not_verified,success,universal,1024,1024,1024,s8:row,s8:row,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,3145728,2149580800,683,0.070656,41.4641,30423.2
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_nn_align8,not_verified,success,universal,1024,1024,1024,f16:column,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,8388608,2149580800,256,0.075776,103.1,28367.6
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_nt_align8,not_verified,success,universal,1024,1024,1024,f16:column,f16:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,8388608,2149580800,256,0.074752,104.512,28756.2
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_tn_align8,not_verified,success,universal,1024,1024,1024,f16:row,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,8388608,2149580800,256,0.0768,101.725,27989.3
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_tt_align8,not_verified,success,universal,1024,1024,1024,f16:row,f16:row,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,8388608,2149580800,256,0.075776,103.1,28367.6
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_nn_align8,not_verified,success,universal,1024,1024,1024,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,6291456,2149580800,341,0.075776,77.3249,28367.6
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_nt_align8,not_verified,success,universal,1024,1024,1024,f16:column,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,6291456,2149580800,341,0.074752,78.3842,28756.2
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_tn_align8,not_verified,success,universal,1024,1024,1024,f16:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,6291456,2149580800,341,0.0768,76.2939,27989.3
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_tt_align8,not_verified,success,universal,1024,1024,1024,f16:row,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,6291456,2149580800,341,0.075776,77.3249,28367.6
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,not_verified,success,universal,1024,1024,1024,f16:column,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,6291456,2149580800,341,0.07168,81.7435,29988.6
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nt_align8,not_verified,success,universal,1024,1024,1024,f16:column,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,6291456,2149580800,341,0.070656,82.9282,30423.2
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_tn_align8,not_verified,success,universal,1024,1024,1024,f16:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,6291456,2149580800,341,0.074752,78.3842,28756.2
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_tt_align8,not_verified,success,universal,1024,1024,1024,f16:row,f16:row,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,6291456,2149580800,341,0.069632,84.1477,30870.6
